country,isocode,year,POP,XRAT,Currency_Unit,ppp,cgdp,cc,cg,ci,p,pc,pg,pi,openc,cgnp,y,yEKS,yCPDW,rgdpl,rgdpl2,rgdpch,rgdpeqa,rgdpwok,rgdpl2wok,rgdpl2pe,rgdpl2te,rgdpl2th,rgdptt,openk,kc,kg,ki,grgdpch,grgdpl2
Bulgaria,BGR,1983,8910.284,0.000956,Bulgarian Lev,0.0010189957,3283.712169,56.419518207,12.137067749,33.649715655,106.58951002,116.0199276,69.398005438,104.19234842,76.502787225,99.522046246,21.927026309,22.941984744,22.603212485,5541.112888,5707.603178,5472.9904904,6134.7012206,10335.488794,10778.543977,,,,5500.2880376,80.294712587,56.284821772,11.805785489,33.428967827,3.6715157186,3.3386831079
Bulgaria,BGR,1984,8928.271,0.000985,Bulgarian Lev,0.0010197423,3478.5958831,55.885404342,11.541923821,33.920908394,103.52713682,112.29166681,67.521256075,101.33874703,81.610305958,99.780555652,21.066446183,22.141198092,21.758044102,5716.7668826,5892.6196794,5646.6527681,6323.6879935,10666.393909,11131.019603,,,,5670.2828767,85.680930021,55.566355477,11.248370677,33.750903564,3.1730783752,3.2415796189
Bulgaria,BGR,1985,8943.573,0.00103,Bulgarian Lev,0.0009870842,3692.2042083,56.285758441,12.939713025,32.885281717,95.833420987,104.63334625,62.643804787,93.831116148,87.701794754,99.63368952,21.02555673,22.020973774,21.667729703,5883.5044462,6046.3444845,5812.3542036,6503.4289788,11018.295158,11461.863098,,,,5833.2900395,91.703556074,56.110339717,12.588728366,32.598612584,2.9345072621,2.6087684859
Bulgaria,BGR,1986,8958.77,0.00094,Bulgarian Lev,0.0009761215,3936.4550384,56.687270733,13.09705287,36.396301954,103.84270972,113.0666753,68.040904145,102.35950151,86.248137185,99.350739895,21.395583996,22.475698972,22.192013026,6113.3608402,6279.492298,6036.6263296,6746.8155183,11664.134901,12133.407183,,,,6068.8795273,90.248581076,56.422652562,12.787386283,36.365967193,3.8585419632,3.8560127373
Bulgaria,BGR,1987,8971.958,0.00087,Bulgarian Lev,0.0009536009,4269.8366222,57.313505293,11.474589903,33.570156495,109.60929513,118.62535528,70.940603455,107.43371302,83.928850055,98.882054567,22.048263908,23.179551022,22.872438534,6443.0964389,6654.4781809,6364.1599068,7104.939424,12562.234412,13135.294528,,,,6390.8268497,88.280643144,56.973412801,11.119228595,33.512597754,5.4257719346,5.971595554
Bulgaria,BGR,1988,8982.025,0.00083,Bulgarian Lev,0.0008729787,4890.2603581,56.445263466,11.058541672,35.142165272,105.17815328,113.79790178,68.073964328,103.00908501,93.777301402,98.133529447,23.661970176,24.897956541,24.627548669,7144.5408646,7378.70096,7055.6208428,7868.0992044,14256.137503,14908.932584,,,,7079.9066919,98.58055524,56.061041927,10.709843586,35.033203409,10.86492084,10.883239217
Bulgaria,BGR,1989,8990.055,0.00084,Bulgarian Lev,0.0009005065,4888.950455,58.740625915,11.149104572,33.9633229,107.20314992,116.10693028,68.48782524,104.5128234,96.694711842,97.104034442,22.221756107,23.347877513,23.098646513,6883.8978229,7130.958211,6797.3267676,7571.6159505,13921.543346,14604.850881,,,,6821.6011833,101.92243873,58.564954307,10.688067982,33.7984853,-3.660827033,-3.357538818
Bulgaria,BGR,1990,8894.028,0.00219,Bulgarian Lev,0.00109977,4640.4471528,63.446704688,11.454246969,29.493628646,50.217807136,52.833457406,31.738820276,51.767582157,70.633840053,92.069722988,20.160905899,21.354866605,21.122583337,6289.1117765,6535.8348058,6209.3831794,6909.0011644,12881.102222,13558.312284,,,,6249.9327572,74.84681604,61.787245345,10.923024748,31.206367823,-8.649629602,-8.345630244
Bulgaria,BGR,1991,8772.368,0.01778825,Bulgarian Lev,0.0027373061,5651.6532427,48.614391148,38.575665604,8.5419037214,15.388282195,17.126138216,7.5919226572,40.70640251,82.645931499,89.848194547,24.091136857,21.183240806,21.348046514,6528.8747428,6157.5537421,6600.8378786,7324.9955608,14264.487887,13306.545682,,,,7196.280471,88.979069424,53.671399787,41.895917518,10.193457332,6.3042445272,-5.787800257
Bulgaria,BGR,1992,8658.506,0.0233411667,Bulgarian Lev,0.0047191342,4915.0565338,57.83008685,38.59346851,9.3995011415,20.218073509,22.936081405,10.651841827,42.773677817,100.06083181,98.360063745,20.084136002,18.254006976,18.619146169,6037.3972981,5782.3256791,6104.1719407,6755.8443386,13183.340931,12488.241082,,,,6204.8820508,100.20242578,59.422217169,39.149983688,9.9405000729,-7.524286265,-6.093784622
Bulgaria,BGR,1993,8441.872,0.0275935833,Bulgarian Lev,0.0075698352,4677.8996431,62.858878177,36.457049119,8.299607992,27.433317208,32.069378394,14.187037138,50.507018762,84.02691412,98.220814988,18.434457137,17.051068672,17.323345193,6008.7379411,5830.5343841,6073.1637132,6703.7144545,13285.815702,12755.033279,,,,5833.1503746,79.727582325,60.744998318,35.327798234,8.172136516,-0.507984176,0.8337251767
Bulgaria,BGR,1994,8353.335,0.0541336667,Bulgarian Lev,0.0130147429,4834.1595165,60.924158732,32.392615272,7.3081036763,24.041864624,29.218428442,12.759081257,30.897413932,90.728075029,97.943305936,18.147088259,17.320052409,17.191841379,6126.1523319,6006.5242736,6187.8794387,6812.2888498,13739.692429,13337.007759,,,,5898.8346088,86.710398693,58.663094833,30.935153538,7.2806285984,1.888895654,3.0184178314
Bulgaria,BGR,1995,8255.811,0.0671708333,Bulgarian Lev,0.0210440819,5067.0199518,59.735153583,29.290188969,12.568436162,31.329195806,37.065029441,16.33088996,39.020869458,90.918205429,96.747383916,18.395463252,17.939208522,17.737929785,6363.6322751,6281.6439767,6415.0616686,7043.7798197,14441.762967,14141.409396,,,,6080.6321754,67.456380812,56.892866638,27.723678145,12.438674904,3.6714068566,4.5803478122
Bulgaria,BGR,1996,8161.026,0.1778886667,Bulgarian Lev,0.0465645804,4634.4923022,64.718013343,23.554643703,6.3192821284,26.176249029,30.14532406,13.270401032,33.633108759,105.4455178,96.071365133,16.100530097,15.659728571,15.479575188,5662.1422545,5708.988465,5715.2598134,6260.2663905,13081.089004,13066.735139,,,,5463.1661339,80.743208461,62.144691571,22.641206762,6.4371950232,-10.90873153,-9.116331869
Bulgaria,BGR,1997,8066.057,1.6818791667,Bulgarian Lev,0.4952527019,4363.8899429,62.795178873,24.932269075,7.6961666065,29.446390186,34.227867905,14.824459507,37.801739637,111.9336419,96.622011612,14.43426638,14.047583867,13.829834939,5465.2256758,5477.3344014,5510.809171,6021.4533212,12860.486892,12782.367359,,,,5093.844834,94.741096179,58.192080252,23.097261661,7.6397711135,-3.577276434,-4.057707684
Bulgaria,BGR,1998,7971.774,1.7603583333,Bulgarian Lev,0.5889357107,4775.6848133,60.221741026,25.570109016,13.977751768,33.455444814,37.523875036,20.075714509,40.403143768,93.899853545,97.724488238,15.166190367,15.118555646,14.949182589,5766.8315066,5744.0518492,5794.6437345,6315.5024733,13801.201442,13680.705889,,,,5584.2511829,93.34275948,57.325607451,24.705922295,14.580234387,5.1505061174,4.8694753387
Bulgaria,BGR,1999,7893.227,1.8363833333,Bulgarian Lev,0.6024853194,5002.6775118,64.799008121,26.071862814,14.900340263,32.808254597,36.102043248,20.826006588,39.450068607,94.886614405,98.625919883,15.160493261,15.20447884,15.047555938,5920.3529996,5914.2728242,5950.2898103,6469.9665459,14504.404765,14416.609891,,,,5774.2130248,93.550971911,61.827261432,25.508341046,15.818789737,2.6860335683,2.9634303353
Bulgaria,BGR,2000,7818.495,2.123275,Bulgarian Lev,0.6134707121,5577.6626854,62.433074738,27.215390465,15.705366919,28.892664024,32.011902468,18.991061737,33.651058144,116.75899345,97.475783912,16.116909943,16.205886053,16.046761186,6348.7108773,6309.9759203,6374.1014747,6916.9249464,15948.272182,15787.827325,,,,6292.5397065,103.62101563,60.739743409,26.810406615,16.838883311,7.1225381943,6.690646642
Bulgaria,BGR,2001,7738.416,2.1847083333,Bulgarian Lev,0.6373659534,6023.4951106,62.828427574,26.481899251,18.264456659,29.173960827,32.26322595,19.193733005,33.017585577,118.71648754,100.19993865,17.032396328,17.282483325,17.135608426,6663.769085,6640.2000367,6678.4956136,7233.3496056,15451.25065,15362.650673,,,,6638.1241894,112.2032795,61.513120874,26.155849994,19.465029855,4.7754831031,5.2333657131
Bulgaria,BGR,2002,7661.799,2.076975,Bulgarian Lev,0.6513484078,6527.5888622,63.68623233,26.336684146,18.337334478,31.360435624,34.822205052,21.412281736,33.625450464,110.8893571,102.44093015,18.014623643,18.344399168,18.225163634,7122.9898379,7111.2995067,7140.7332354,7719.8391322,16535.374651,16467.216702,,,,7055.9329858,111.81640692,62.297436262,25.822437757,19.206536989,6.9212836016,7.0946578038
Bulgaria,BGR,2003,7588.399,1.7327016667,Bulgarian Lev,0.641480444,7129.3158806,63.131399926,26.749133492,20.863206985,37.021978819,41.14880345,26.203749203,38.404606715,117.04764318,101.62645094,18.953237216,19.399674809,19.342843493,7532.0931938,7506.6335663,7542.3500336,8139.8961979,17769.036916,17684.892423,,,,7549.7425723,121.42059236,62.745362528,26.548294692,21.673265042,5.6243075459,5.5592379314
Bulgaria,BGR,2004,7517.973,1.5751089167,Bulgarian Lev,0.6546499015,7835.9042465,62.643338506,25.961789337,23.011557452,41.562198941,46.310311163,29.68526815,42.036255252,126.34638336,101.23947807,19.726736378,20.301987458,20.237067636,8006.8085017,7989.9634597,8012.3200516,8632.7708176,18537.322612,18485.598349,,,,8098.698195,131.11832152,63.076480407,26.182232615,23.614495323,6.2310820358,6.4387037018
Bulgaria,BGR,2005,7450.349,1.5741333333,Bulgarian Lev,0.6670316168,8609.5694031,62.788519932,25.194137982,28.20587956,42.374530969,47.37205108,30.303420656,42.031848081,136.62834955,100.30725689,20.562419052,21.342699389,21.238532607,8609.5694029,8609.5694029,8609.5694032,9263.429328,19774.646648,19774.646647,,,,8609.5694029,136.62834955,62.788519935,25.194137981,28.205879558,7.4541374752,7.7548032154
Bulgaria,BGR,2006,7385.367,1.5592666667,Bulgarian Lev,0.6885752486,9605.0559015,62.783947937,23.796254297,32.501119868,44.160198082,48.899546477,32.433022033,43.59122878,147.73397961,97.919610575,21.827289688,22.805263396,22.756024756,9148.5470462,9177.7347805,9148.5470465,9834.4724031,20162.267116,20226.593274,,,,9309.6134481,145.81975437,64.080057118,24.481953533,32.676696722,6.2602160233,6.5992310534
Bulgaria,BGR,2007,7322.858,1.42905,Bulgarian Lev,0.7277781124,10605.255699,62.126760137,22.312567878,37.65333375,50.92740719,56.68067792,36.86235127,49.7693542,148.8826335,98.923564569,23.258636379,24.429271015,24.459963514,9754.9546698,9807.0088596,9762.0334416,10490.60143,22196.50414,22298.767368,,,,9965.8930165,148.78237651,63.822799901,23.484027808,37.543821227,6.7058341837,6.8565293523
Burkina Faso,BFA,1950,4376.162,174.84,CFA Franc BCEAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,1951,4422.822,174.98,CFA Franc BCEAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,1952,4469.979,174.98,CFA Franc BCEAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,1953,4517.639,174.98,CFA Franc BCEAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,1954,4565.808,174.98,CFA Franc BCEAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,1955,4614.49,174.98,CFA Franc BCEAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,1956,4663.691,174.89,CFA Franc BCEAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,1957,4713.416,180.82,CFA Franc BCEAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,1958,4763.672,210.23,CFA Franc BCEAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,1959,4814.463,245.1950989,CFA Franc BCEAO,105.77476931,132.80432486,121.06588099,17.356509381,2.961105756,43.139022672,44.893040684,15.330186061,134.42674422,58.377996122,,4.7059474674,3.9341837293,4.4331482145,833.94019633,847.72456408,838.84028884,1052.197806,1633.132452,1650.429187,,,,694.13679744,28.70545185,98.466036053,17.5328004,2.3668844692,,
Burkina Faso,BFA,1960,4865.796,245.1950989,CFA Franc BCEAO,107.06273708,154.66283004,89.323554383,18.910060445,2.3041338946,43.66430551,46.918603815,15.673883571,147.22385979,21.259521161,101.34724258,5.3578454259,4.4352972104,4.8606703374,850.13475472,842.43418796,845.03583815,1060.1018441,1642.2030216,1637.1470966,,,,803.75015883,11.670071955,81.20568675,21.021454162,2.1840550323,0.7385850904,-0.624067811
Burkina Faso,BFA,1961,4890.688,245.2601013,CFA Franc BCEAO,114.0635974,152.932891,86.857383811,20.111686141,2.9065548278,46.507196561,50.850840768,16.197714272,126.42904103,21.862865132,100.91082967,5.2132851796,4.4900349972,4.748279561,736.40814364,728.5312733,729.76264323,917.90353529,1431.9698035,1429.5535596,,,,782.38017579,24.462891282,88.915379711,24.554988838,3.1588707593,-13.64121966,-13.52068996
Burkina Faso,BFA,1962,4919.632,245.0139008,CFA Franc BCEAO,112.85654663,166.35457546,86.471309254,20.289193317,2.9168969185,46.061283162,50.507800842,15.683351882,125.54558495,21.89232307,102.23775662,5.3577682815,4.6130164442,4.8435497678,766.48006282,758.77284452,759.37797644,957.67771269,1504.7063965,1503.5073284,,,,838.05693843,30.297029411,91.27172885,25.178429955,3.3720313019,4.0582144746,4.1510326764
Burkina Faso,BFA,1963,4952.695,245.0164032,CFA Franc BCEAO,120.32687469,160.91420823,86.79269734,19.921508053,2.8725517904,49.109722092,53.636364998,16.662616456,137.36425916,21.905232647,100.86912252,4.9826839553,4.2738052754,4.4976073052,745.63543148,739.51744147,739.40812586,934.96338258,1479.6580464,1479.8768021,,,,804.26477457,32.09491515,90.515010261,24.347958716,3.2619391982,-2.629764255,-2.537703238
Burkina Faso,BFA,1964,4989.961,245.0272064,CFA Franc BCEAO,117.61643813,169.66205896,86.502102386,19.177929241,2.829830658,48.001379053,51.760843266,16.038503919,149.69658069,14.706999341,100.83752521,4.9514802737,4.1741327939,4.4271869031,750.97073116,746.99619849,745.42983217,945.08136676,1506.6415815,1509.8074766,,,,836.62779223,31.005693332,93.385488916,24.15229242,3.3038707106,0.8143954738,1.0113023163
Burkina Faso,BFA,1965,5031.519,245.0608978,CFA Franc BCEAO,126.55641218,162.14953226,87.950541439,14.016554409,4.3104621576,51.642841969,55.042245196,16.978840783,95.000258751,16.518744085,99.142198651,4.413084653,4.0689983721,4.0858472619,706.81175369,729.74234503,707.12634588,898.90658546,1443.6760879,1489.8491337,,,,780.29937957,33.624074997,95.151289726,17.298862593,5.0808030688,-5.1384429,-2.30976456
Burkina Faso,BFA,1966,5077.473,245.6784058,CFA Franc BCEAO,126.51026686,165.81519619,88.941628173,12.861689919,4.2893368852,51.494255854,54.814435458,16.742565768,86.852467686,17.179647526,99.60725073,4.1682425366,3.8948644043,3.8758768493,693.32889563,720.97210083,695.05466539,885.35747613,1433.5263593,1486.9801791,,,,770.80876059,34.991533616,97.295975331,15.762578473,5.1329263417,-1.707146193,-1.201827502
Burkina Faso,BFA,1967,5127.935,246.0009003,CFA Franc BCEAO,117.00344013,185.12826066,92.534722318,12.288823007,3.6594899292,47.562199969,50.012134528,15.169868843,94.388291366,19.272565745,99.618517458,4.4659331858,4.0885216977,4.148282161,743.92330432,775.16129645,747.45564022,954.04545593,1557.5121447,1615.2438597,,,,830.17849808,36.92085616,102.11864081,14.861947304,4.436869486,7.5391156168,7.5161293416
Burkina Faso,BFA,1968,5183.033,247.5646973,CFA Franc BCEAO,108.22148271,202.64458022,88.204997143,16.702427888,3.5722567562,43.714424508,47.298571122,14.453425271,92.028445475,22.124888721,99.653510715,4.5239076075,4.0818545127,4.1448148157,784.55345969,800.40030455,784.87743197,1003.8555777,1652.545483,1685.2286153,,,,880.30591479,40.656916277,97.627521294,19.875742481,4.3873231994,5.0065568771,3.2559685595
Burkina Faso,BFA,1969,5242.904,259.9606018,CFA Franc BCEAO,111.83998364,211.3603381,89.191034729,16.681006401,4.2842339036,43.021897498,46.317041293,13.904475703,87.793172594,22.954625173,99.665800834,4.3969669874,3.9986234192,4.0279135751,782.77543313,804.04586994,782.77249051,1003.2115189,1665.4819438,1710.7446859,,,,878.30953109,41.540366556,98.944056688,19.693403723,5.2388527354,-0.268187283,0.4554677666
Burkina Faso,BFA,1970,5303.777,276.40313703,CFA Franc BCEAO,110.06041808,215.79440411,84.617046684,20.976580276,4.5959287778,39.818802081,44.456849276,12.052807797,81.154897837,22.222550651,100,4.3169828441,3.9592566164,3.9717762606,798.20534985,807.35542465,796.17131108,1022.4753773,1712.0321926,1736.0817436,,,,855.85107532,37.641903434,90.459002222,22.510470884,5.2946865893,1.7117132667,0.4116126755
Burkina Faso,BFA,1971,5366.018,275.35645669,CFA Franc BCEAO,113.17198517,207.5624939,76.598945689,26.469745473,11.580457193,41.100174854,44.635469842,12.051625757,84.112969935,27.338714158,99.895376034,3.8709146876,3.619644825,3.4880449197,721.06850365,747.89600845,714.87789412,920.43365994,1546.9094959,1618.3567109,,,,786.71330671,46.980190777,83.604576195,28.500298134,13.526754638,-10.21054336,-7.364713779
Burkina Faso,BFA,1972,5433.886,252.02762746,CFA Franc BCEAO,103.69903226,265.55755044,83.535009821,23.785526044,6.6371795912,41.145898688,44.898753027,12.451949306,96.742700197,27.579286552,99.774658572,4.5486753393,4.1210660902,4.1026362848,926.70723069,942.93433262,922.01725808,1190.1914648,2007.783878,2053.332879,,,,965.1715108,40.993989286,87.270647425,24.138702683,7.5227462601,28.975488774,26.078267829
Burkina Faso,BFA,1973,5507.594,222.88918305,CFA Franc BCEAO,105.6126016,263.64400353,80.723558121,27.227729148,7.821423091,47.383457622,52.364078507,14.161471839,111.6308184,29.293718481,99.964693724,4.0785908266,3.6949789188,3.6266469142,859.91156017,871.27778696,855.27098121,1106.8825893,1874.3210517,1909.3998672,,,,906.70913821,43.960917221,85.624055269,27.62097625,9.0366722183,-7.239156998,-7.59931452
Burkina Faso,BFA,1974,5587.373,240.70466764,CFA Franc BCEAO,108.24001236,296.52892771,78.284324474,28.542210714,9.3650476412,44.967974,48.307949098,13.528185579,112.86868268,34.535175862,99.699924886,4.265987035,3.810005375,3.7527608088,881.70012181,896.66157858,876.30858957,1137.045443,1932.7573378,1977.6472194,,,,924.94513173,44.654441542,82.931602572,28.699778686,10.533837832,2.4597594003,2.9133982293
Burkina Faso,BFA,1975,5673.472,214.31290034,CFA Franc BCEAO,99.432462034,350.23181393,73.376991783,38.43370838,7.5768091124,46.395929445,57.585310372,16.532645037,89.516146287,35.809805222,98.715750173,4.6576733666,4.1660939284,4.1396878862,948.19605916,914.36191476,948.09838398,1233.3888122,2104.6098306,2029.7208677,,,,1000.7954271,45.46822233,78.369943797,38.522538086,8.4260241327,8.1922960999,1.9740263892
Burkina Faso,BFA,1976,5764.606,238.95049427,CFA Franc BCEAO,102.11959228,352.06562603,76.010811284,33.240486646,7.7037945183,42.736715233,50.304019779,15.244353164,86.697199331,37.246001695,99.024928214,4.2414978834,3.8328457508,3.8150887048,902.39712467,888.62749728,899.76744132,1172.9504181,2010.316934,1985.4273713,,,,955.29817723,42.706979538,81.147079214,33.797386631,8.6081456165,-5.097671663,-2.814467342
Burkina Faso,BFA,1977,5891.063,245.67968657,CFA Franc BCEAO,108.95444544,409.73252881,78.924676546,33.823974989,6.5097009171,44.348170157,53.430225624,15.304120093,85.1468084,37.584150312,98.215368334,4.479922669,4.0457731943,4.0105660571,968.08682131,945.67531869,965.654924,1261.4673159,2171.6541608,2126.7221753,,,,1043.7730202,46.397659918,86.073811712,34.694252544,7.3682137905,7.3227235901,6.4197677402
Burkina Faso,BFA,1978,6025.544,225.65586023,CFA Franc BCEAO,110.18634827,468.49304642,78.531483131,32.953675295,6.7997784457,48.829375917,59.128724573,16.478137688,86.664296088,34.671706154,99.247743679,4.5798904051,4.1923163997,4.1028745944,1043.5255943,1025.5718557,1040.184218,1361.6668185,2354.6807536,2321.6025279,,,,1118.7623578,47.330198605,85.841151573,33.196934931,7.460441771,7.7180048628,8.4486224196
Burkina Faso,BFA,1979,6168.269,212.72164426,CFA Franc BCEAO,123.74891913,502.74894675,75.059096431,33.367848592,11.666689593,58.174108029,61.96891702,26.115507468,125.4503983,36.705693,99.473301113,4.4466953861,4.0781284019,4.0614675215,971.54357941,981.72375813,968.39552152,1270.3453846,2206.7161937,2237.0877051,,,,1103.2847738,64.772367822,86.701332176,36.346312037,13.541221284,-6.901536789,-4.275477852
Burkina Faso,BFA,1980,6318.189,211.27955541,CFA Franc BCEAO,120.95280472,548.54833888,76.935699961,33.747153787,10.599290905,57.247756167,64.940640247,22.212685467,112.95681282,39.569424484,99.788442881,4.5115017831,4.1338103371,4.1095723424,949.36829223,951.92537869,946.31350273,1243.982957,2170.7999393,2183.6733263,,,,1087.9670033,68.716945312,89.613833976,37.026692384,12.404976669,-2.280268579,-3.035312041
Burkina Faso,BFA,1981,6474.37,271.73145255,CFA Franc BCEAO,125.20216745,618.38203008,79.125575627,31.569171596,10.192199377,46.075699473,51.351930042,20.540460711,84.20697408,39.687633378,99.447723719,4.5794927493,4.2715253174,4.2698180238,986.38740394,993.83242382,982.07816957,1292.014314,2262.0574212,2289.1314351,,,,1129.1371672,70.041143192,91.91296102,34.919944856,11.706422199,3.7793676979,4.4023456111
Burkina Faso,BFA,1982,6637.227,328.6062527,CFA Franc BCEAO,131.21109069,646.16450263,78.536539717,34.517256823,10.670544095,39.929578216,45.265269807,17.29161261,73.887895149,41.291240105,99.415087813,4.6458022162,4.3319985555,4.3211551589,993.31470454,990.02321832,990.34889553,1303.922061,2288.5588729,2287.8062781,,,,1115.7042887,64.565377013,89.15410574,37.786701674,11.949403809,0.8421657473,-0.383284486
Burkina Faso,BFA,1983,6807.281,381.06603602,CFA Franc BCEAO,142.15796868,613.88345791,78.730782915,33.914407416,9.5612891061,37.305336933,41.621319184,16.966501536,73.909071484,38.748582816,99.369800505,4.0992139503,3.8106828612,3.8222030503,930.79098721,922.1313278,927.99079243,1222.7832818,2149.3944845,2135.8229049,,,,1027.5018325,58.49515001,87.412223847,36.713942362,10.571185549,-6.296579253,-6.857605888
Burkina Faso,BFA,1984,6985.039,436.95666579,CFA Franc BCEAO,139.70440447,603.66859071,75.672473904,33.095834088,9.2783945206,31.972141726,35.317310697,14.610831499,66.617125877,44.358096655,99.660918496,3.6558290488,3.3847863355,3.3868472944,882.77504593,873.2847335,880.30192234,1160.8608347,2041.3666295,2025.0941953,,,,982.43156439,56.970047518,84.556399839,36.247643912,10.374944949,-5.138937852,-5.297140746
Burkina Faso,BFA,1985,7170.932,449.26296271,CFA Franc BCEAO,159.82913989,632.57561764,78.315768531,27.832902663,16.265676646,35.575854935,40.556379571,14.83122616,47.092720971,41.623552436,99.632855117,3.6022532299,3.587031168,3.4560410198,891.78762244,947.49415066,887.82878701,1171.711482,2058.9161936,2197.2829432,,,,988.41133884,65.341719309,88.245988179,30.606741788,18.22514807,0.8550321742,8.4977343949
Burkina Faso,BFA,1986,7371.099,346.30590355,CFA Franc BCEAO,137.43624875,719.70730062,77.607250323,31.343662459,13.444297426,39.686371886,46.208397516,16.276653354,56.614726941,39.065162643,99.734820337,3.9117830263,3.8131075911,3.696688927,965.44214569,992.93982998,961.84636517,1268.5610051,2230.7604278,2302.8738894,,,,1102.5042604,66.349439961,89.428230536,35.42928072,15.551790053,8.3369202763,4.796407375
Burkina Faso,BFA,1987,7591.809,300.5365624,CFA Franc BCEAO,130.86072285,735.73578908,71.916267059,34.860153227,13.149471503,43.542363632,53.361985136,16.534723842,61.436614277,38.73238266,99.628659233,3.7991375969,3.6398397564,3.5112048863,957.76072969,965.63112257,955.11019867,1258.8486124,2210.5631589,2234.9134033,,,,1094.7489963,65.540324358,82.868720103,39.15750462,15.216376885,-0.700337055,-2.750288244
Burkina Faso,BFA,1988,7833.491,297.84821882,CFA Franc BCEAO,132.79154343,768.75587305,68.856582076,34.032803614,12.472232889,44.583628518,55.155470054,16.555222734,62.699418786,35.247435375,99.49924256,3.7196953146,3.5489473184,3.4243064262,983.32663945,987.39106613,980.9010211,1291.9918416,2264.5257984,2279.5088335,,,,1107.203401,53.922026884,78.110983605,37.645752417,14.201314006,2.7002980883,2.2534426505
Burkina Faso,BFA,1989,8091.541,319.00829949,CFA Franc BCEAO,137.05624195,767.10591902,65.715948666,34.183923423,14.494417766,42.963221387,54.168344427,15.553553924,56.804045233,32.713166667,99.545030591,3.4867280407,3.3284966746,3.2050733133,958.96204414,975.23122239,956.60007122,1259.1565896,2205.7584431,2248.7187357,,,,1062.2110634,48.426307018,73.797681144,36.910830809,16.246526871,-2.477411009,-1.231512433
Burkina Faso,BFA,1990,8361.039,272.26478795,CFA Franc BCEAO,126.06834475,806.07778883,65.148523025,34.183751496,13.708293416,46.303580312,51.679065087,29.167475168,63.488175,34.837618316,99.763135141,3.5020888964,3.3863317407,3.41632848,928.22743541,944.4124712,926.08907265,1218.1956094,2131.294517,2173.4638504,,,,1066.4992564,59.153717416,74.670038219,38.366142337,17.07066514,-3.189525016,-3.160148125
Burkina Faso,BFA,1991,8642.245,282.10690881,CFA Franc BCEAO,119.72105634,859.90534976,65.884909063,33.583230981,13.356284288,42.43818659,44.799524779,27.995745935,67.104273465,33.595271103,99.706020267,3.6654933654,3.545490217,3.5982071756,979.49442363,995.294251,977.58401288,1285.5956304,2249.3675181,2290.1178105,,,,1100.1096166,54.309001594,73.769278158,36.990675813,16.164564319,5.5604737984,5.3876649613
Burkina Faso,BFA,1992,8934.969,264.69180075,CFA Franc BCEAO,116.08569084,861.65432349,62.107144126,33.919083308,14.59222927,43.856927383,48.908290081,28.663726187,57.673441793,28.207723237,99.64321715,3.5209325671,3.4380676139,3.4726074157,947.55905011,962.69959024,945.17511567,1242.6494528,2172.5984987,2212.8806078,,,,1086.0337888,51.134243052,71.2827742,38.433497396,17.237453141,-3.315203275,-3.274876824
Burkina Faso,BFA,1993,9237.704,283.1625795,CFA Franc BCEAO,112.28213048,878.49466761,63.199845995,33.701646892,14.753464778,39.652884458,44.350472116,25.631312099,51.559461434,29.455655718,99.416274031,3.4619323907,3.3973072607,3.4177589428,949.2893873,964.12866298,946.90664205,1244.5994462,2172.4439,2211.9555822,,,,1092.5533703,54.085776436,72.599358878,38.820314466,17.268114674,0.1831963569,0.148444308
Burkina Faso,BFA,1994,9570.647,555.20469566,CFA Franc BCEAO,152.97285904,806.37034873,63.606496228,34.404369698,11.638659,27.552515359,26.693085047,19.070521274,57.322526758,34.966197387,99.247404358,3.0270564795,2.8608042502,2.8956003621,949.59547265,943.33276138,947.9529527,1245.6480162,2173.7777302,2163.1830388,,,,985.60052247,37.536348195,65.908227497,35.357585306,12.477565276,0.1104977626,-2.156963319
Burkina Faso,BFA,1995,9902.779,499.1484259,CFA Franc BCEAO,143.1992621,837.56946278,66.025945304,34.057137528,12.383274615,28.688713551,27.522664469,21.226618042,55.428579721,40.747468914,99.578146704,3.0407376368,2.9003829189,2.9467124956,961.36425937,962.90057108,959.37981746,1260.3329235,2196.4368746,2204.497408,,,,1004.1115498,41.180785183,68.806233371,35.271354819,13.409534493,1.2054253043,2.0743273745
Burkina Faso,BFA,1996,10220.18,511.55243027,CFA Franc BCEAO,144.63027667,895.14492624,71.711881246,32.666153362,12.675054061,28.272815866,26.698515144,21.109388388,55.641352938,38.180299501,100.26675896,3.1097921599,2.9711233932,3.0161063225,1022.553625,1036.4697606,1020.2055242,1339.8881634,2335.0721177,2372.2981119,,,,1055.3397205,38.584018257,73.647133567,33.582026578,13.809075843,6.3401069789,7.6403724048
